A,B,C,D,E,F,G,H,I,J,K,Name
35.90366068,77.22053689,51.34470223,44.84992775,16.44724229,66.52277289,59.76071906,56.44426399,12.58456545,69.41180123,11.28598081,Eugene
41.08957946,34.37522324,2.386138276,78.12412628,14.32554527,5.335895151,51.57532188,44.68210772,7.691271,50.44867867,10.56885576,Baxan
43.56126201,25.87356143,95.59134452,66.48105153,18.29496293,65.20462422,96.67692237,18.67877468,5.801096809,46.29751694,11.24142289,Albukerke
70.22784386,18.69248327,51.26323366,61.03417611,27.14824889,56.45118555,36.11801404,79.52743803,9.704853773,50.00419222,8.002002046,Dum
44.00037433,68.62985282,58.0489853,56.28425648,24.25661139,57.03248279,81.23219355,65.69042344,14.22040673,80.98873112,11.90823321,Eugene
80.57980271,43.22595088,31.98086206,76.55432314,7.566203316,67.33584268,55.72558977,72.70147665,14.06049296,41.90191631,12.49298609,Choluteco
65.7075738,65.27785934,53.78493765,36.98289127,18.12210095,60.75894928,98.39639133,56.94310473,11.48020776,70.55426417,11.27742314,Eugene
21.69318744,44.41087594,6.20223459,51.03981474,3.827623144,73.44007527,53.63445044,35.11290869,4.528178569,50.63595145,10.35803039,Baxan
40.39655663,21.17608317,98.53290356,65.57085855,19.63472466,60.90132081,75.1323741,9.458270107,2.040869593,53.09511396,10.31627706,Albukerke
83.13988364,44.03647174,25.4144508,73.96735299,13.0591987,59.67671459,58.6047347,56.58177894,33.3403293,44.89794939,12.58893861,Choluteco
63.81419536,19.15188733,68.39826215,69.17348797,37.49049746,56.45164296,30.51707519,63.20711117,10.72069085,67.07077224,9.01254185,Dum
40.37863499,79.11439483,47.23821366,9.860106252,21.03984005,71.47062793,88.55862874,43.23982685,12.908087,63.96247287,12.7318207,Eugene
83.76799991,41.05074401,34.33439429,79.14174819,24.78910735,58.71281569,57.80352336,58.02329469,19.43926036,45.29649831,11.09859418,Choluteco
77.24592115,40.01289999,43.70093193,30.91287101,2.539958683,74.57331976,58.17461147,72.06083111,22.67150584,49.32306052,12.68998701,Choluteco
60.46327842,24.41787314,49.43208898,73.39166485,29.19583916,51.12607206,3.820247015,24.84400168,9.427539892,73.02954816,9.844175744,Dum
35.06376237,27.89592642,97.60652547,66.42735871,11.52521521,61.61215028,41.25241916,0.150207014,12.20075194,62.90722618,10.16324808,Albukerke
83.22934871,42.30422082,45.48303057,71.3546417,4.920894563,67.80179827,58.4087572,67.11154772,17.55769647,49.42961721,11.9206084,Choluteco
26.97909742,21.7137359,95.95286991,61.90752335,19.89164536,61.77571954,51.70927942,7.941342113,0.579698679,47.90351957,10.71584188,Albukerke
50.17284476,67.28465152,54.84281135,25.48836793,18.95851074,70.60201695,96.94076106,40.17961609,14.58888234,67.73150892,12.10607148,Eugene
64.81703164,67.96813351,63.62875744,19.45722621,17.19827551,68.63230373,81.17240486,56.03378218,6.542582019,76.99609696,12.00573194,Eugene
78.25936287,42.85572387,34.28682214,56.46806925,11.96589482,71.94995091,58.76716609,70.17705004,29.66068683,42.3624974,11.53715132,Choluteco
36.35656042,41.5855404,10.06922421,46.39539085,4.539346794,60.55994631,57.15221733,35.2709413,22.72271015,59.25476258,10.08337634,Baxan
71.49278805,18.17729824,53.4760614,69.40177181,30.37329224,56.98570802,32.72186268,5.349477471,19.00672555,62.4946054,9.785193278,Dum
57.89104391,74.48868459,71.74077704,44.87246827,22.81829741,71.36209044,95.87386922,58.38118241,14.47361385,61.52825256,11.58561976,Eugene
66.01472759,52.85659127,59.89666232,27.0455896,16.03430906,55.15595338,69.63828204,50.06246476,16.47432893,73.6364785,13.46028285,Eugene
57.40051962,44.8915614,6.260414718,96.13412051,0.610472118,41.15774168,60.26154535,39.03843774,12.52635037,67.17023641,10.23210087,Baxan
77.96422236,44.80672514,39.2554809,21.49261191,22.97320037,57.83073324,59.2874454,60.20942357,21.52224299,48.31947329,12.372802,Choluteco
19.43292962,36.52372352,4.672807599,99.98634654,12.11629023,40.06380205,49.91304626,46.70309488,27.62492018,61.81545686,10.31966441,Baxan
46.71897221,31.43065946,95.55425621,66.38902751,14.20838201,62.41717376,59.01139645,19.56669145,17.10013573,60.61561598,10.30785705,Albukerke
43.15063514,27.05491791,98.04641972,62.64180785,11.80179443,68.87986899,67.4118772,11.72296194,3.822047155,49.47707473,11.75123191,Albukerke
68.11085729,20.88709355,52.33671948,72.27869793,45.61497957,54.97104918,47.30966072,65.86029237,12.25114615,62.992174,8.900409727,Dum
51.90328505,43.98808704,11.72598579,50.17224232,9.254820859,30.68875155,48.21940631,36.27816536,27.85966706,68.33897396,9.444359724,Baxan
82.11093033,40.68391911,35.84163246,21.38865351,7.664639305,67.61399222,56.50375463,54.81147818,2.581233999,42.61399991,11.04364657,Choluteco
34.99957691,28.7576345,96.43872724,67.00816514,18.6926118,62.79585466,61.62505278,7.451556943,13.03330756,63.25675606,11.6582641,Albukerke
71.82246654,56.43455918,52.92856125,15.80598564,18.44453403,70.44839603,54.69368241,29.11825848,20.20466757,67.7427425,13.61703755,Eugene
36.18629441,21.0693255,97.76518323,60.73340521,16.98693999,66.7281678,3.340003336,16.44744797,11.00311976,45.88876916,10.26520944,Albukerke
75.056154,40.93681391,25.99118543,41.61561818,17.8946834,55.27855686,56.17326168,62.4338706,17.98136883,40.46456801,12.89172711,Choluteco
55.2517713,74.16391085,60.9855766,5.538186088,24.63969251,62.71698848,71.84797597,49.78045492,18.82938518,82.09837678,12.62633549,Eugene
35.00136548,31.42433286,13.0442394,81.42374375,9.371915686,0.925531001,64.00856808,46.78704136,8.684803671,65.48027779,10.88299,Baxan
76.63688294,41.46205798,42.29208542,40.82546496,1.948092975,60.72250343,59.05008447,64.95769677,22.24909154,47.25367337,12.76229625,Choluteco
60.52580461,21.96342262,47.27481677,72.24830394,23.06113822,52.21957199,47.91072166,74.0348675,17.11252339,68.91360338,9.702193979,Dum
30.19078883,36.53648724,9.78699896,59.34167158,14.70098653,11.09873031,55.96475007,26.69836935,17.29394942,41.61760235,10.14243162,Baxan
41.87974724,55.69109231,65.20610263,37.9628587,19.42388943,60.74898998,88.07766157,53.78518673,18.58854216,74.8812427,13.87203403,Eugene
68.05001674,16.21371277,71.99636072,68.76507761,16.40980198,52.49312735,10.83486329,2.50336167,18.59288463,74.67024269,8.105505991,Dum
77.26822548,42.19703255,28.44428331,66.08409924,9.044184029,66.33934954,55.20753187,51.89548673,31.96407716,44.05246336,12.59493222,Choluteco
84.70177836,44.1479647,42.05116406,64.33646558,11.32690209,70.03329273,55.05337666,66.97825008,14.952084,40.75977054,11.63983792,Choluteco
27.32795558,33.93023559,98.70327471,68.33178858,12.64309986,67.70654361,19.55144511,15.16789499,2.73029564,61.80656119,11.15352819,Albukerke
51.72490852,39.18071131,0.413654374,68.83780468,3.160720404,42.11759531,54.43413381,47.2523963,15.1123057,51.00554992,10.38467471,Baxan
55.6035817,54.81965404,52.98888604,14.69328872,15.8069105,59.96442093,61.55687728,47.54979083,9.789767155,76.66467989,11.93239684,Eugene
73.57715889,16.32590663,60.15556738,66.98157286,41.41808259,57.85052024,8.086486214,71.49583297,12.25698416,65.63485842,8.391072465,Dum
37.99672098,20.126482,95.27112393,65.90616572,12.88222552,63.57169224,49.56253643,19.9894068,16.16457882,46.60263515,10.70175729,Albukerke
73.81025656,24.33966002,46.8688942,74.47780585,25.3762481,51.53454422,38.95481747,17.57450439,14.7673175,71.53892381,9.480326068,Dum
50.51853661,30.91232739,0.722856306,64.91771914,4.586115924,58.19803102,55.28004013,46.97216664,28.89451037,54.40572033,9.456817933,Baxan
18.37731557,43.39327024,3.880611509,75.94537834,13.61419564,59.82831133,45.19597788,31.82072374,14.07884539,42.20432047,10.56050408,Baxan
45.55601249,77.18956064,50.68006317,40.8887401,22.16540482,54.78237778,85.878047,50.9412689,13.87121226,77.74538069,13.46022742,Eugene
36.96803024,17.63838624,95.83229024,65.22554085,17.93713126,62.07625208,0.726066471,19.26654419,7.182383018,59.11982527,10.13728737,Albukerke
40.3806309,16.1991856,99.17973597,65.37079256,13.55180719,65.45532732,32.59210689,11.28855141,24.59078256,58.24946555,11.7886822,Albukerke
44.30982507,60.87635991,68.1582142,12.67569488,19.52265155,55.02254934,81.93795649,51.6082972,5.089057847,85.02027311,12.52443318,Eugene
50.76660816,44.63766884,7.530938919,61.45020672,3.043608742,8.37005262,48.86828915,47.07036621,16.66051369,40.63531076,10.26802844,Baxan
67.70201914,21.74782722,63.02379559,67.44139892,26.23178115,57.72351778,36.1388712,80.99811655,4.730232217,50.35939752,8.517512209,Dum
59.25558829,18.7616707,63.32512861,67.69819633,40.09069109,55.74503772,47.51879934,13.42429096,5.1119194,65.95466744,9.545190428,Dum
32.38982713,31.19103262,1.216575684,75.01768467,11.62244338,60.33171965,51.45977084,44.69462208,13.61244191,37.85740315,10.73809615,Baxan
65.24275278,46.25786576,71.18139107,10.29755598,15.91225791,51.55711864,64.62280809,55.28821076,5.312073189,62.70992451,12.238302,Eugene
81.84006517,41.84538234,36.48360722,31.63196574,21.90262365,60.67546246,58.98116553,56.53729047,22.62282897,46.58032096,12.31464307,Choluteco
65.0946666,19.75039573,72.39096544,60.01417955,40.16209139,58.84860337,15.81567618,57.5763556,17.36142928,51.18715154,9.654759816,Dum
37.94130863,65.08305299,70.53276569,44.63244412,23.58508293,66.33564041,65.6542975,49.58434905,17.03871589,80.68327836,13.69990598,Eugene
73.24432938,17.65223019,71.77197229,70.53657139,15.90348931,50.59612488,13.2883245,8.277237295,8.650160025,54.9876374,8.50525352,Dum
37.69524825,70.6132738,59.69031842,47.34542496,24.65519429,50.75364146,65.8394856,46.35816036,20.08525381,76.44417536,11.94868279,Eugene
33.79280535,42.96553293,9.534416282,84.19051236,1.673548305,50.05863107,55.16598042,38.03476665,24.34761658,43.18813407,10.52430742,Baxan
72.06754357,15.37346612,58.51070781,63.76401388,23.89626297,53.92935949,11.12815731,61.54802387,21.59190129,56.60346359,9.860870954,Dum
74.74156896,16.51654132,54.70054748,60.96524215,36.37973114,58.16837583,28.76554188,21.64852334,4.847762901,71.57770469,8.42039194,Dum
35.34182326,59.63734827,73.33002784,13.06939883,24.05565173,60.19216778,96.93869845,29.13939322,17.20751996,70.512824,11.04026195,Eugene
36.93627202,76.81734338,46.02981547,14.82148607,19.87214169,65.30616974,95.93171832,25.94216219,12.63307369,61.29279673,13.14448,Eugene
77.66270801,41.72922257,42.37625638,65.57103156,11.88780314,70.34538409,57.60376569,57.00275466,3.620777951,43.38491621,12.76433783,Choluteco
68.18140899,74.8703233,67.10246519,29.02735179,23.10993658,66.17436944,90.04471032,25.81341442,14.75184188,61.92845659,11.52985853,Eugene
82.74405388,40.82729967,46.22810122,36.73751852,1.75405044,74.14830635,58.241285,51.67395839,4.469908694,40.19011806,11.68566566,Choluteco
36.7034447,43.8668489,12.22596924,61.85156346,7.701025423,68.65374167,57.77718522,49.57718024,19.00842593,69.14882031,9.891259998,Baxan
16.31354339,43.60008855,5.608121875,95.45086847,1.537843811,18.46092805,60.01341689,39.26673588,11.61726803,57.29976145,10.77036291,Baxan
32.07664281,31.02855263,0.008284937,55.77556171,7.252777762,19.81665456,49.07841162,25.12673101,22.02109029,36.45556281,9.441407034,Baxan
72.61102847,23.09010917,65.87892053,70.00256021,40.98543969,58.18681414,38.63533111,58.77822513,17.50806152,52.90304552,9.137612029,Dum
64.94790426,49.97945551,54.36065784,5.287172875,23.62985829,53.35741368,53.73949555,49.91220161,8.266558802,67.63332788,11.4317599,Eugene
84.56186252,43.67751081,29.69145439,70.3470995,22.17625576,66.42528988,57.40149415,50.27530237,28.04742383,45.40564149,12.09763484,Choluteco
47.11534439,71.60053074,52.79357687,47.82315351,19.06665232,51.24020091,54.80324046,25.87735476,10.11681043,74.25010956,11.5938186,Eugene
73.99197689,66.30617904,50.15470014,12.71402789,20.177007,54.23492816,55.39121338,41.44798098,14.11175598,61.34053578,13.01475994,Eugene
71.73648808,21.62754751,64.89384985,67.92415682,29.99591435,57.1758866,2.832995156,90.19903281,11.56377589,65.85479035,8.991057428,Dum
50.4605955,44.85085728,10.62107956,50.83550905,7.156951025,51.8542679,49.29488654,36.5440377,6.681245833,36.17745538,9.798315203,Baxan
41.34328277,51.02520009,69.68490154,45.80010606,18.98085261,45.73811658,92.0887982,55.88974542,11.13079919,63.10872258,12.93398194,Eugene
60.45552731,69.27803187,71.7942297,53.25165192,21.17155189,53.19192235,57.48480835,41.71238711,13.41732489,73.97248775,12.54993983,Eugene
64.85626632,75.78507695,52.30221838,49.60168182,17.629431,73.62846163,97.53601788,40.61500947,16.89060142,68.00963232,11.8581243,Eugene
27.15505001,41.89563529,1.060745721,59.78007786,14.95781196,10.88084709,48.37257427,41.7606114,22.08706448,58.61286371,10.60607499,Baxan
13.95240995,34.69698441,11.37860587,86.57215786,8.727468486,8.596732373,56.76495048,46.94146963,6.638301073,38.49161382,10.50657795,Baxan
66.33191139,69.26924246,70.74562453,9.768463897,15.3170289,67.37671703,84.1969898,65.08116529,19.17192375,86.46472883,11.79940609,Eugene
63.03375067,24.29759941,71.2772705,65.4489024,13.43412547,54.80180162,18.50191569,50.05465543,9.643823344,73.13308432,8.294490341,Dum
76.6562842,44.04894392,46.93448872,69.20045702,0.627694085,70.32537465,57.16291766,73.78635464,26.09533246,44.81785034,11.13916027,Choluteco
58.12315668,22.1204749,57.83341228,60.66217592,40.35511045,55.63978092,47.70257224,61.46746543,12.22878365,52.92249001,9.550880272,Dum
61.4014357,16.00757838,66.32839017,63.1544113,41.70357635,59.09212339,44.81131819,74.55218875,12.22223788,74.50869075,8.01685634,Dum
10.67761327,44.80196052,1.461554103,95.15859168,6.44888959,39.77149891,64.6299341,47.91769027,16.85093113,49.70832416,10.16568527,Baxan
13.52916102,30.07696145,5.690381899,90.96529236,5.667947588,20.91595502,56.87793858,47.3218345,16.80291311,63.45496448,9.266055073,Baxan
49.71578133,21.631633,99.1887794,63.51891549,19.39343066,63.27394919,2.053836902,7.754364206,9.554558191,45.56211096,10.39208228,Albukerke
78.75317969,42.57895113,34.20235715,26.15096918,2.538746906,69.16063844,55.97167463,67.19631034,18.39234566,42.46777392,12.1783499,Choluteco
59.29401549,20.56662643,72.60854911,65.2496614,34.84097197,54.4108826,6.395213415,9.808218573,9.643108793,64.03344305,9.771734343,Dum
25.21064642,16.72229319,99.42032905,66.25454466,19.23784148,64.25531237,18.81145228,11.70607354,20.41424225,49.75891224,10.44859471,Albukerke
42.48421975,33.27174409,12.94619707,60.17262066,5.348763834,67.42540893,55.06434172,37.41819288,12.69559025,52.50997654,9.980255154,Baxan
66.36121577,15.39620884,69.80186104,69.68517453,16.11748095,59.00549202,37.40256498,23.68536691,5.072310567,62.40867331,8.175420907,Dum
29.00647756,34.62002771,7.199666406,98.4093464,1.606488643,38.71323672,59.71208848,33.64446534,27.87118938,55.95543591,9.993199104,Baxan
83.42735221,42.01209157,31.86394472,35.73084907,1.692639597,74.79276004,56.72786466,72.32843722,18.52668881,42.64002994,11.72587033,Choluteco
29.1873389,38.78738535,8.042928088,97.08594708,10.44666783,59.30060385,48.37443784,39.94513375,20.73901455,45.5415713,10.85272223,Baxan
49.66697303,42.89709087,3.150686342,80.85067605,1.058957533,59.34841803,63.46756288,27.71238394,24.42010694,69.69906996,9.270614687,Baxan
38.52973453,24.71836198,95.76527009,68.77929569,11.46853678,65.85398341,22.30480553,12.27788649,4.606622279,49.25388976,11.20742706,Albukerke
31.82136144,15.9749993,99.23102759,68.67508774,15.56837991,63.28492133,31.32163327,1.447454461,21.83465841,52.77411653,11.48267092,Albukerke
57.85619265,24.20529294,65.22800129,68.11864619,42.93849164,55.09995449,42.1521716,11.4727289,22.35131254,74.24760201,8.73352389,Dum
61.54598622,17.60148031,50.41871278,64.60095638,12.69857516,56.04365545,31.80415012,11.86195865,20.29902912,59.1976867,9.693231529,Dum
25.51401316,33.87092292,98.2168396,62.53833162,17.55847152,65.46157913,12.87298195,5.378632026,5.704416961,62.35075225,10.10353609,Albukerke
83.40145827,41.37593002,26.52023259,56.72336938,13.64114593,61.16092813,56.87015007,71.56293448,15.83057164,43.95301166,12.30345097,Choluteco
55.67808801,17.35011547,48.0674848,68.43545992,15.3534462,53.09744774,19.32828848,44.91836758,22.99052901,57.37267693,9.922426871,Dum
75.44287123,43.06627134,43.66765541,24.10976355,24.05378108,61.42716024,57.65963468,72.39585552,20.67475178,45.34027686,12.5289184,Choluteco
65.58153597,71.45678954,48.21245967,39.67957705,15.44977309,52.84602369,91.31577449,30.72845558,14.78270642,60.61783585,11.4892469,Eugene
48.6257299,54.00688452,66.47264856,20.72384485,24.54927588,66.53456969,92.43596268,34.62067735,16.64467072,76.62618792,11.37198639,Eugene
61.15867791,23.25955028,62.03237945,60.87403432,47.30106157,59.59816002,38.77323434,22.20037969,15.98080122,54.9352736,8.096586639,Dum
82.69682573,41.52568988,26.94957799,49.04435573,12.07060819,65.68854291,59.92085722,71.97297313,33.12851262,44.29803635,11.74275407,Choluteco
43.87792367,33.79639427,95.59687563,63.04890144,19.70989008,67.72443571,22.23855786,8.372774786,24.52066001,57.84787556,11.68191576,Albukerke
66.4754164,45.46120833,52.49896218,5.297419399,21.91942006,47.27585096,85.94356853,64.35725154,10.82906951,72.11891296,11.11541621,Eugene
40.82970293,15.06793287,98.60676537,65.08147062,14.77956246,61.69175593,68.24964141,16.93390944,7.971197479,51.04514522,11.29650483,Albukerke
56.59896664,69.7664069,57.46562224,17.98197779,22.7611513,46.7129597,86.49252964,41.77483316,15.04147431,64.31127297,13.85715819,Eugene
71.74565297,79.13917822,67.78241207,56.00424635,22.97695717,48.93603816,62.8946819,28.64096991,18.84580384,74.58686294,13.5984065,Eugene
37.25467186,62.99664066,61.09365816,46.45524023,19.81771055,67.92152678,66.20045646,32.65927733,21.67836883,76.72659969,11.05898518,Eugene
70.39331591,22.93682193,60.00799667,68.04659375,10.8373068,57.48711285,19.82553677,92.79889157,10.90312156,71.17710372,8.876365905,Dum
36.51727429,76.69144163,54.27665324,4.064014106,21.56452884,71.33684281,65.85119746,56.86355838,11.99437905,63.84291696,13.51285657,Eugene
76.5105264,43.48263362,49.60324631,49.33871012,14.51374816,59.93081455,59.04569883,68.35137829,11.48586637,49.71888136,12.22573244,Choluteco
78.88881295,44.6704182,28.41280189,28.35275232,12.07137507,74.10090619,58.33770519,74.29569314,13.59984702,41.54091435,11.31234679,Choluteco
82.93038214,43.16964481,34.15918922,68.13064025,19.72362189,57.92752926,56.56546001,56.79320054,8.340867631,45.77284594,11.33687999,Choluteco
41.65544507,31.13346305,98.77886507,67.07104718,14.1765366,65.58269417,99.92745235,2.297645864,12.18457897,50.48664195,11.96006783,Albukerke
29.56061415,15.33835901,96.20601125,69.48470236,12.06344406,60.49347071,71.62375683,1.35601486,4.086298912,50.03346553,11.34265807,Albukerke
29.68449183,37.60259517,14.13199386,83.98454417,1.391169355,70.99620872,56.32667686,26.4030638,6.605676428,50.31401259,10.81390782,Baxan
46.9172394,42.17543833,0.492526597,58.70591713,11.0265411,41.75517727,61.66608156,32.72160929,15.49938891,53.6999268,9.483678774,Baxan
47.67453605,20.89033319,98.20479578,69.81797547,15.76126585,60.88852689,95.41890621,10.11288949,4.711667819,51.79756636,10.06356938,Albukerke
31.76350279,23.36798286,99.3002066,62.17075784,15.46211719,63.37236495,26.60537487,18.46070486,11.00924942,49.70743144,10.00398096,Albukerke
81.44857319,44.54828209,33.91130105,57.04689157,0.111295631,74.69546092,56.9120787,73.22812931,13.6123231,46.3668486,12.06258807,Choluteco
45.74574361,64.70463294,53.87505519,2.491246814,17.91879957,65.54583545,56.6916391,71.2358926,5.687605935,73.81197286,12.10966031,Eugene
37.27718514,58.36472892,49.98693021,25.56502577,22.30030773,67.21998102,80.76784878,67.48991755,10.82508519,80.34293972,12.34156715,Eugene
61.93593834,17.29411771,59.05059217,65.80076287,28.46083989,55.16406162,17.98976196,52.44919404,22.83115285,59.46510829,9.402263099,Dum
43.26774027,78.48557163,73.29768685,30.05691431,21.65179911,54.44017819,69.43418636,46.71644172,16.57145121,86.61984683,12.42484262,Eugene
43.86370787,37.03880572,4.491973517,83.80681703,4.583346714,9.982169744,55.33136378,31.31806386,15.78552672,66.29462131,9.879179857,Baxan
48.90311025,34.9749583,96.22889727,61.64949522,12.18485667,63.22816838,29.78021711,1.426407527,29.10170726,64.91411293,11.37044106,Albukerke
56.21889716,38.1123669,8.115975862,79.70526756,14.5281209,68.26365751,60.7639935,37.68956271,9.512354112,60.91000506,9.103224073,Baxan
70.40495914,17.32698242,55.19040914,61.89716614,24.43776827,57.60216418,2.279677201,33.45348363,20.00886383,50.16309317,9.427778139,Dum
52.38375985,73.26556013,60.56037178,26.75219638,20.20059599,63.38649487,73.52238237,34.26957996,10.76854405,86.98158407,11.79816792,Eugene
78.83968191,42.27378396,46.55157718,37.37782224,16.65708915,71.58557227,57.68376357,62.15539745,28.07696408,40.9443928,12.36243161,Choluteco
30.83285601,30.7608192,98.27068668,66.37017161,11.74525519,61.12061779,83.49127685,10.28322003,8.173663735,49.479859,11.49033439,Albukerke
42.48202734,57.23850273,54.200148,59.3143335,19.96132143,65.97504291,97.46697678,48.82652718,14.25796257,80.95117137,12.38675546,Eugene
48.61561944,37.89970694,8.526475139,85.48577666,4.777221781,55.87490224,64.92926185,31.30306424,3.119515729,50.58096942,10.06610642,Baxan
42.71911311,31.0167466,3.607415808,46.43048816,1.866530363,45.14527122,58.60965782,38.64341872,13.04112366,45.32574766,9.75031674,Baxan
67.5510901,23.96058128,70.95288574,65.89235436,16.77397921,57.18526229,46.19793682,81.60234771,7.717065465,69.91531685,9.777814345,Dum
55.47315057,16.54786491,64.505718,71.47113548,34.9125264,55.429347,48.09051413,84.5671648,9.832475941,71.58621742,8.904166403,Dum
83.20096027,41.66261498,25.65573979,49.87473345,8.953414051,59.57276193,56.28707788,54.69227217,10.93448623,44.89281307,11.19227006,Choluteco
54.38409232,37.6556385,6.850999642,71.48154265,3.981699288,37.74252145,45.63221079,46.95672268,9.718312652,43.24090988,10.44287831,Baxan
23.45826193,33.61425784,13.29738465,55.01763122,14.37613324,44.21084551,46.57827256,41.41900499,8.514915883,64.52918679,10.59971345,Baxan
63.79033092,22.63136121,57.53943598,68.12042694,48.80392984,58.39499277,12.4517046,75.53087261,8.261554782,58.00087194,9.680035378,Dum
66.00912957,52.09590123,59.64692068,45.13397993,15.73333416,59.43094423,53.90896935,30.08094953,18.83821217,84.30648421,12.45442091,Eugene
35.26605535,23.69366004,95.52530156,60.99592978,19.73080913,61.04229282,25.52355718,8.600083855,15.96946817,59.23933006,10.67949124,Albukerke
74.4829399,50.05365648,63.24120806,54.69273877,15.0488191,69.38435331,63.28210075,67.00911627,14.14544091,63.28824553,12.61437106,Eugene
53.03067236,50.57615848,55.9147919,58.81101458,18.7073577,73.11514897,89.50570074,70.59877696,16.20357413,86.84217565,11.55846591,Eugene
39.09451892,29.82844984,98.25396505,64.7193531,17.84518598,69.54740513,70.00792904,11.98520787,7.476300447,48.67910971,11.53696555,Albukerke
70.96866608,64.17965658,47.10909888,26.12195784,15.12429938,47.52354358,78.6428883,38.54467624,9.505792388,71.16405388,12.15583434,Eugene
20.77131263,42.89375125,12.5891074,55.59785869,0.075671204,60.27758658,59.35062385,28.27660648,4.505998261,35.12148753,9.322886855,Baxan
78.447935,42.34975476,35.85529563,69.68892034,11.53120956,62.62259447,57.92736903,64.64417215,20.8098272,47.05304617,12.27291001,Choluteco
56.41135572,62.76439721,66.78176879,25.54070412,23.60875542,68.6793064,55.03300238,36.02192652,7.706204835,69.34286649,11.14205173,Eugene
57.23791581,18.23657125,71.13891073,68.65877782,41.96737688,56.06909002,30.10693323,69.70776489,22.25586342,69.24627016,9.617155565,Dum
59.37314796,18.76956914,62.44194512,62.90759739,27.45537894,51.6492028,26.16659084,36.87667042,9.316806428,69.23621509,8.528221325,Dum
35.62764709,38.32954389,12.88772064,49.81420295,0.033183871,70.13798955,53.39909738,27.77337628,24.17691989,51.76842724,9.940292961,Baxan
63.35031411,20.12669608,72.76341435,64.32009727,37.32079922,56.22737306,2.066383015,58.04024176,16.78176843,69.3015749,9.885781595,Dum
35.869005,32.75722493,8.896617575,52.69437939,12.12563694,67.55684453,49.68861987,33.26827696,22.7054186,61.27162179,10.01111126,Baxan
82.46667587,44.30771194,28.40661531,35.67970497,5.20475453,62.4219815,58.53256831,61.35773843,13.71556314,49.94170257,12.74504856,Choluteco
84.64905713,41.36333207,49.97892055,62.57266584,10.33853919,57.19244733,55.51270915,67.03767164,15.10998326,41.98884426,11.28274903,Choluteco
72.71206322,49.22861157,48.21253345,6.771543919,19.95741033,45.29168903,74.97682563,68.20883828,20.10591077,60.33184115,12.78689451,Eugene
17.98258658,35.72698426,6.351581629,68.48614067,6.458074372,50.66397415,52.05668008,42.5584766,15.72647309,68.47630261,9.511707164,Baxan
48.90570388,22.82887498,99.43170669,66.80877334,10.28235232,68.40878227,60.84157113,9.217723428,6.252109397,54.85139219,11.30353961,Albukerke
28.89310181,26.6164471,96.29131114,67.17767439,16.31801873,61.89261126,30.00715461,7.71082623,7.244926646,64.3808895,11.7119568,Albukerke
45.73720994,57.51419728,55.79892195,6.084926011,18.07275015,71.38385113,54.97600264,50.35482226,11.17505422,82.34484102,11.10881676,Eugene
66.45177012,22.71029523,49.26346646,70.6011739,22.25645125,52.21320143,14.23823699,13.86831534,11.93057141,55.24573086,9.689807709,Dum
63.27097198,15.08192386,55.23532513,68.33829131,27.09131475,52.58050671,28.44837462,78.68593029,9.918212959,67.80572784,9.72497158,Dum
69.24342757,24.32175086,52.39112706,65.36131779,42.49839807,51.771891,29.27301337,43.46275251,16.51026837,51.30103832,8.842323458,Dum
76.18301519,43.02106864,41.2666087,24.95251822,16.64129438,59.55950338,56.92365375,56.9267409,28.49488397,44.5487019,12.22081597,Choluteco
15.22359148,37.68698664,7.934696161,92.92049811,5.445958892,72.81857583,50.1931327,39.1323035,20.69597661,66.68808798,10.6186693,Baxan
83.49767705,44.37684336,45.68117334,61.68397054,19.21606109,62.62278151,59.72845691,69.86875184,14.54310645,42.17695531,11.83792634,Choluteco
62.1930327,69.54973402,61.5867511,57.79877291,21.03561431,58.53717052,86.86121687,32.05095317,15.42440769,84.79613532,11.57119518,Eugene
65.4955868,60.19274649,54.30682082,56.97591893,18.71130153,48.53935976,79.15045272,71.37107757,19.15618458,76.15707974,12.49954995,Eugene
43.21313752,31.95261258,5.946966565,77.1099396,9.085312273,5.351437112,54.3643218,34.51367948,2.531814286,52.99854539,10.51654066,Baxan
22.87828172,40.75423722,4.712802552,61.73637356,5.681443431,48.60312302,47.90786759,25.83843251,14.85133799,39.28025188,9.704820105,Baxan
40.82671527,52.1710402,66.2205942,22.93911336,20.22786613,68.36238825,81.43049321,47.16451741,16.34953607,76.73869245,13.1512445,Eugene
45.95667323,36.2310891,3.78458949,68.43386101,4.760893593,29.31861247,62.09920162,38.12574047,1.365819351,42.39961103,10.73083808,Baxan
42.19078162,37.38272088,7.113293494,80.60585163,10.21814949,18.03665983,59.12006609,37.67657272,27.74771471,45.67337998,10.93301205,Baxan
41.49014571,35.38098241,12.18492286,52.14973882,7.965921258,29.29832539,61.45384755,41.89355643,1.790078733,63.21266021,10.83932535,Baxan
57.83059162,36.65805231,7.797564212,90.23305134,7.550835906,39.97780133,46.7660127,31.65437433,9.230607042,37.13499021,9.454915263,Baxan
76.7100888,44.55940457,49.21301859,57.81668315,15.29922066,74.6276853,56.47495068,72.8129254,11.26207132,44.21838671,12.63557773,Choluteco
69.24775649,20.64431077,55.62420171,70.19655757,41.88328338,57.41369814,9.612579177,14.09286367,5.091215928,65.32149705,9.615062314,Dum
